weapon_type,firearm_caliber,weapon_description,trr_report_id
Hands/Fists,,,595822
Feet,,,595852
Hands/Fists,,,596287
Hands/Fists,,,596287
Firearm - Semi-Automatic,,,596437
Knife/Other Cutting Instrument,,,597295
Hands/Fists,,,597533
"Mouth (Spit,Bite,Etc)",,,597598
Firearm - Semi-Automatic,,,597731
Hands/Fists,,,598215
Feet,,,598215
Firearm - Semi-Automatic,,,598263
Hands/Fists,,,598281
Feet,,,598281
Hands/Fists,,,598281
Hands/Fists,,,598281
Hands/Fists,,,598297
Hands/Fists,,,598333
Hands/Fists,,,598333
Feet,,,598333
Hands/Fists,,,598333
Hands/Fists,,,598333
Hands/Fists,,,598335
Feet,,,598335
Hands/Fists,,,598335
Hands/Fists,,,598335
Hands/Fists,,,598335
Hands/Fists,,,598374
Hands/Fists,,,598374
Hands/Fists,,,598374
Feet,,,598374
Hands/Fists,,,598374
Hands/Fists,,,598377
Knife/Other Cutting Instrument,,,598638
Hands/Fists,,,598843
Hands/Fists,,,598843
Feet,,,599176
Hands/Fists,,,599349
Hands/Fists,,,599349
Hands/Fists,,,599349
Hands/Fists,,,599430
Hands/Fists,,,599430
Hands/Fists,,,599430
Knife/Other Cutting Instrument,,,599653
Hands/Fists,,,599653
Hands/Fists,,,599653
Knife/Other Cutting Instrument,,,599671
Hands/Fists,,,599671
Hands/Fists,,,599671
Knife/Other Cutting Instrument,,,599684
Hands/Fists,,,599684
Hands/Fists,,,599684
Hands/Fists,,,599947
Hands/Fists,,,599956
Hands/Fists,,,599956
Hands/Fists,,,600128
Feet,,,600128
Hands/Fists,,,600128
Hands/Fists,,,600128
Hands/Fists,,,600128
Hands/Fists,,,600350
Other (Specify),,,600350
Hands/Fists,,,600369
Hands/Fists,,,600369
Hands/Fists,,,600369
Hands/Fists,,,600369
Hands/Fists,,,600377
"Mouth (Spit,Bite,Etc)",,,600399
Feet,,,600399
"Mouth (Spit,Bite,Etc)",,,600406
Hands/Fists,,,600406
Hands/Fists,,,600440
Hands/Fists,,,600466
Hands/Fists,,,600606
Hands/Fists,,,600606
Feet,,,600607
"Mouth (Spit,Bite,Etc)",,,600607
Hands/Fists,,,600607
Hands/Fists,,,600607
"Mouth (Spit,Bite,Etc)",,,600612
Hands/Fists,,,600612
Feet,,,600612
Hands/Fists,,,600612
Hands/Fists,,,601096
Hands/Fists,,,601096
Hands/Fists,,,601096
Hands/Fists,,,601096
Hands/Fists,,,601331
Hands/Fists,,,601363
Other (Specify),,,601496
Hands/Fists,,,601496
Hands/Fists,,,601496
Firearm - Semi-Automatic,,,601907
Firearm - Semi-Automatic,,,601910
Firearm - Semi-Automatic,,,601933
Firearm - Semi-Automatic,,,601967
Blunt Instrument,,,602066
Other (Specify),,CANE,602285
Hands/Fists,,,602285
Other (Specify),,BLK PLASTIC/METAL STICK,602430
Hands/Fists,,,602477
Feet,,,602477
Other (Specify),,CANE,602502
Hands/Fists,,,602504
Hands/Fists,,,602739
Hands/Fists,,,602952
Hands/Fists,,,602952
Hands/Fists,,,602952
Hands/Fists,,,602952
Hands/Fists,,,603412
Hands/Fists,,,603551
"Mouth (Spit,Bite,Etc)",,,603613
Feet,,,603613
Hands/Fists,,,603711
Hands/Fists,,,603711
Hands/Fists,,,603711
Hands/Fists,,,603711
Firearm - Semi-Automatic,,,603742
"Mouth (Spit,Bite,Etc)",,,603815
Hands/Fists,,,603815
"Mouth (Spit,Bite,Etc)",,,603818
Hands/Fists,,,604149
Hands/Fists,,,604201
Feet,,,604201
Hands/Fists,,,604201
Hands/Fists,,,604201
Hands/Fists,,,604201
Blunt Instrument,,,604283
Feet,,,604283
Vehicle,,,604411
Vehicle,,,604427
Vehicle,,,604443
Vehicle,,,604454
Vehicle,,,604540
Hands/Fists,,,604668
Hands/Fists,,,604690
Hands/Fists,,,604690
Hands/Fists,,,604690
Hands/Fists,,,604786
Hands/Fists,,,604786
Feet,,,604786
Hands/Fists,,,604786
Hands/Fists,,,604786
Hands/Fists,,,604793
Hands/Fists,,,604793
Feet,,,604793
Hands/Fists,,,604909
Hands/Fists,,,604909
Hands/Fists,,,604909
Hands/Fists,,,605642
Hands/Fists,,,605642
Firearm - Semi-Automatic,,,605654
Firearm - Semi-Automatic,,,605707
Hands/Fists,,,605734
"Mouth (Spit,Bite,Etc)",,,605734
"Mouth (Spit,Bite,Etc)",,,606235
Hands/Fists,,,606235
Hands/Fists,,,606235
Hands/Fists,,,606461
Hands/Fists,,,606461
Hands/Fists,,,606461
Hands/Fists,,,606495
Hands/Fists,,,606495
Hands/Fists,,,606495
Firearm - Semi-Automatic,,,606745
Firearm - Semi-Automatic,,,606749
Firearm - Semi-Automatic,,,606751
Feet,,,606751
Feet,,,607068
Hands/Fists,,,607068
Hands/Fists,,,607623
Hands/Fists,,,607623
Hands/Fists,,,607624
Hands/Fists,,,607624
Hands/Fists,,,607906
Hands/Fists,,,607906
Hands/Fists,,,608061
Hands/Fists,,,608061
Other (Specify),,,608061
Firearm - Semi-Automatic,,,608328
Other (Specify),,2LB JAGGED ROCK,608331
Firearm - Semi-Automatic,,,608505
Hands/Fists,,,608569
Knife/Other Cutting Instrument,,,609595
Hands/Fists,,,609899
"Mouth (Spit,Bite,Etc)",,,609899
Feet,,,609899
Hands/Fists,,,609899
Hands/Fists,,,609944
Hands/Fists,,,609944
"Mouth (Spit,Bite,Etc)",,,609944
Other (Specify),,,609944
Hands/Fists,,,610443
Hands/Fists,,,611379
Hands/Fists,,,611390
Hands/Fists,,,611448
Firearm - Semi-Automatic,,,611450
Knife/Other Cutting Instrument,,,611458
Knife/Other Cutting Instrument,,,611465
Knife/Other Cutting Instrument,,,611472
Knife/Other Cutting Instrument,,,611477
Firearm - Semi-Automatic,,,611499
Hands/Fists,,,611517
Hands/Fists,,,611517
Hands/Fists,,,611517
Hands/Fists,,,611517
Hands/Fists,,,611519
Hands/Fists,,,611519
Hands/Fists,,,611519
Hands/Fists,,,611519
Hands/Fists,,,611520
Hands/Fists,,,611520
Hands/Fists,,,611520
Hands/Fists,,,611520
Hands/Fists,,,611522
Hands/Fists,,,611522
Hands/Fists,,,611522
Hands/Fists,,,611533
Hands/Fists,,,611533
Other (Specify),,,611533
Hands/Fists,,,611546
Hands/Fists,,,611546
Hands/Fists,,,611546
Hands/Fists,,,611609
Hands/Fists,,,611609
Hands/Fists,,,611610
Hands/Fists,,,611610
Feet,,,611755
Hands/Fists,,,612070
Hands/Fists,,,612070
Feet,,,612070
"Mouth (Spit,Bite,Etc)",,,612070
Hands/Fists,,,612554
Hands/Fists,,,612554
Hands/Fists,,,612580
"Mouth (Spit,Bite,Etc)",,,612580
Hands/Fists,,,612587
Hands/Fists,,,612587
Hands/Fists,,,612587
Hands/Fists,,,612587
"Mouth (Spit,Bite,Etc)",,,612599
Feet,,,613162
Other (Specify),,GYM SHOE,613249
Hands/Fists,,,613485
Hands/Fists,,,614061
Hands/Fists,,,614174
Hands/Fists,,,614213
Hands/Fists,,,614213
Hands/Fists,,,614213
Hands/Fists,,,614229
Hands/Fists,,,614229
Firearm - Semi-Automatic,,,614774
Firearm - Revolver,,,615065
Firearm - Revolver,,,615088
"Mouth (Spit,Bite,Etc)",,,615195
Firearm - Semi-Automatic,,,615787
Firearm - Semi-Automatic,,,615799
Knife/Other Cutting Instrument,,,615912
Hands/Fists,,,615912
Hands/Fists,,,615912
Feet,,,615912
Hands/Fists,,,615912
Hands/Fists,,,615912
Hands/Fists,,,615927
Hands/Fists,,,615963
Hands/Fists,,,615963
Hands/Fists,,,615963
Hands/Fists,,,615963
Firearm - Semi-Automatic,,,616309
Firearm - Semi-Automatic,,,616373
Firearm - Semi-Automatic,,,616381
Hands/Fists,,,616398
Hands/Fists,,,616398
Hands/Fists,,,616875
Hands/Fists,,,616875
Hands/Fists,,,616935
Feet,,,616935
Hands/Fists,,,616935
Firearm - Semi-Automatic,,,617578
Firearm - Semi-Automatic,,,617580
Hands/Fists,,,617687
Hands/Fists,,,617687
Hands/Fists,,,617705
Hands/Fists,,,617705
Hands/Fists,,,617736
Feet,,,617736
Hands/Fists,,,617742
Hands/Fists,,,617742
"Mouth (Spit,Bite,Etc)",,,617935
Hands/Fists,,,618317
Feet,,,618317
Hands/Fists,,,618317
Hands/Fists,,,618318
Feet,,,618318
Hands/Fists,,,618318
Hands/Fists,,,618454
Feet,,,618454
Other (Specify),,,618454
Other (Specify),,GOLD CHAIN/NECKLACE,618497
Hands/Fists,,,618501
Hands/Fists,,,618501
Feet,,,618501
Firearm - Semi-Automatic,,,618709
Hands/Fists,,,618718
Firearm - Semi-Automatic,,,618729
Hands/Fists,,,618734
Hands/Fists,,,618734
Hands/Fists,,,618778
Hands/Fists,,,619331
Hands/Fists,,,619331
Hands/Fists,,,619331
Hands/Fists,,,619479
Hands/Fists,,,619479
Firearm - Semi-Automatic,,,619584
Hands/Fists,,,619623
Hands/Fists,,,619623
Hands/Fists,,,619624
Hands/Fists,,,619624
Hands/Fists,,,619625
Hands/Fists,,,619625
Hands/Fists,,,619625
Hands/Fists,,,619636
Hands/Fists,,,619636
Hands/Fists,,,619637
Hands/Fists,,,619637
Hands/Fists,,,619662
Hands/Fists,,,619662
Hands/Fists,,,619662
Firearm - Semi-Automatic,,,619725
Hands/Fists,,,620714
Hands/Fists,,,620714
Other (Specify),,,620714
Firearm - Semi-Automatic,,,620999
Firearm - Semi-Automatic,,,621008
"Mouth (Spit,Bite,Etc)",,,621030
"Mouth (Spit,Bite,Etc)",,,621063
Hands/Fists,,,621243
Hands/Fists,,,621255
Hands/Fists,,,621255
Hands/Fists,,,621270
Hands/Fists,,,621270
Hands/Fists,,,621327
Hands/Fists,,,621327
Hands/Fists,,,621327
Hands/Fists,,,621354
Hands/Fists,,,621354
Hands/Fists,,,621354
Other (Specify),,,621561
Hands/Fists,,,621592
Feet,,,622497
Other (Specify),,,622497
Feet,,,622498
Feet,,,622501
Firearm - Semi-Automatic,,,622839
Hands/Fists,,,622960
Hands/Fists,,,623256
Hands/Fists,,,624079
Hands/Fists,,,624079
Feet,,,624079
Hands/Fists,,,624079
Hands/Fists,,,624377
Hands/Fists,,,624377
Other (Specify),,,624377
Hands/Fists,,,624379
Hands/Fists,,,624379
Hands/Fists,,,624380
Other (Specify),,,625103
"Mouth (Spit,Bite,Etc)",,,625418
Hands/Fists,,,625418
Hands/Fists,,,625423
Hands/Fists,,,625423
Hands/Fists,,,625423
Hands/Fists,,,625424
Hands/Fists,,,625424
Hands/Fists,,,625424
Other (Specify),,,625467
Other (Specify),,BLACK SOCK FILLED W/ USC,625865
Firearm - Semi-Automatic,,,626186
Firearm - Semi-Automatic,,,626222
Firearm - Semi-Automatic,,,627186
Firearm - Semi-Automatic,,,627195
Firearm - Semi-Automatic,,,627200
Firearm - Semi-Automatic,,,627271
Knife/Other Cutting Instrument,,,627429
Hands/Fists,,,627571
Feet,,,627571
Hands/Fists,,,627676
Hands/Fists,,,627676
Hands/Fists,,,627676
Hands/Fists,,,627676
Other (Specify),,,628305
Hands/Fists,,,628407
Hands/Fists,,,628424
Hands/Fists,,,628431
"Mouth (Spit,Bite,Etc)",,,628459
Hands/Fists,,,628459
Firearm - Semi-Automatic,,,628757
Firearm - Semi-Automatic,,,629040
Hands/Fists,,,629237
"Mouth (Spit,Bite,Etc)",,,629305
Hands/Fists,,,629986
Hands/Fists,,,630038
Hands/Fists,,,630052
Hands/Fists,,,630052
Hands/Fists,,,630081
"Mouth (Spit,Bite,Etc)",,,630081
Hands/Fists,,,630811
Hands/Fists,,,630811
Firearm - Semi-Automatic,,,631101
Feet,,,631692
Hands/Fists,,,631692
Hands/Fists,,,631719
Hands/Fists,,,631719
Feet,,,631719
Hands/Fists,,,631719
Feet,,,632737
Hands/Fists,,,633233
"Mouth (Spit,Bite,Etc)",,,633233
"Mouth (Spit,Bite,Etc)",,,633234
Hands/Fists,,,633234
Other (Specify),,,633640
Firearm - Semi-Automatic,,,633797
"Mouth (Spit,Bite,Etc)",,,633969
Hands/Fists,,,633969
Hands/Fists,,,633969
Hands/Fists,,,633969
Feet,,,633969
Feet,,,634012
Hands/Fists,,,634012
Feet,,,634021
Hands/Fists,,,634021
Hands/Fists,,,634038
Hands/Fists,,,634736
Hands/Fists,,,634786
Hands/Fists,,,634992
Hands/Fists,,,634992
Hands/Fists,,,634992
Hands/Fists,,,634992
Hands/Fists,,,635524
Feet,,,635524
Hands/Fists,,,635524
"Mouth (Spit,Bite,Etc)",,,635581
Firearm - Semi-Automatic,,,635981
Firearm - Semi-Automatic,,,637400
Hands/Fists,,,638281
Hands/Fists,,,638281
Feet,,,638281
Hands/Fists,,,638281
Hands/Fists,,,638281
Hands/Fists,,,638323
Hands/Fists,,,638379
Other (Specify),,BIOCHEMICAL TRASH CAN,638382
Vehicle,,,638873
Hands/Fists,,,639629
Hands/Fists,,,640110
Feet,,,640110
"Mouth (Spit,Bite,Etc)",,,640286
Hands/Fists,,,640290
Hands/Fists,,,640305
Knife/Other Cutting Instrument,,,640693
Hands/Fists,,,640827
Vehicle,,,641013
Firearm - Revolver,,,641540
Hands/Fists,,,642378
Hands/Fists,,,642378
Hands/Fists,,,642398
Hands/Fists,,,642398
Hands/Fists,,,643123
Hands/Fists,,,643123
Hands/Fists,,,643166
Hands/Fists,,,643166
Firearm - Semi-Automatic,,,643175
Firearm - Semi-Automatic,,,643191
Firearm - Semi-Automatic,,,643200
Hands/Fists,,,643308
Hands/Fists,,,643308
Hands/Fists,,,643308
Hands/Fists,,,643713
Hands/Fists,,,643713
Blunt Instrument,,,644589
Feet,,,644622
Feet,,,644643
Hands/Fists,,,644761
Hands/Fists,,,644761
Other (Specify),,SHOVEL,644986
Other (Specify),,SHOVEL,644988
Hands/Fists,,,645004
Hands/Fists,,,645421
Hands/Fists,,,645421
Hands/Fists,,,645445
Hands/Fists,,,645445
Feet,,,645445
Hands/Fists,,,645445
Hands/Fists,,,645905
"Mouth (Spit,Bite,Etc)",,,664524
Other (Specify),,.22 CAL 2 SHOT PISTOL,646243
Other (Specify),,2 SHOT .22 CAL PISTOL,646261
Hands/Fists,,,646432
Feet,,,646432
Hands/Fists,,,646432
Hands/Fists,,,646432
Hands/Fists,,,646467
Hands/Fists,,,646518
Hands/Fists,,,646518
Hands/Fists,,,646529
Hands/Fists,,,646529
Other (Specify),,GLASS REMY MARTIN BOTTLE,646634
Feet,,,646783
Knife/Other Cutting Instrument,,,646848
Knife/Other Cutting Instrument,,,646871
Firearm - Revolver,,,647263
Firearm - Revolver,,,647333
Firearm - Revolver,,,647373
Hands/Fists,,,647742
Hands/Fists,,,648026
"Mouth (Spit,Bite,Etc)",,,648191
Hands/Fists,,,648330
Firearm - Semi-Automatic,,,648629
"Mouth (Spit,Bite,Etc)",,,649278
Hands/Fists,,,649528
Hands/Fists,,,649528
Hands/Fists,,,649558
Hands/Fists,,,649558
Hands/Fists,,,649558
Hands/Fists,,,649586
Hands/Fists,,,649589
Hands/Fists,,,649589
Hands/Fists,,,649618
Hands/Fists,,,649618
Hands/Fists,,,649618
Hands/Fists,,,649686
Hands/Fists,,,649686
"Mouth (Spit,Bite,Etc)",,,649687
Hands/Fists,,,649746
Hands/Fists,,,649783
Hands/Fists,,,649875
Hands/Fists,,,650103
Hands/Fists,,,650103
Knife/Other Cutting Instrument,,,650179
Knife/Other Cutting Instrument,,,650241
Other (Specify),,WINE BOTTLE,650322
Hands/Fists,,,650322
Hands/Fists,,,650322
Hands/Fists,,,650322
Hands/Fists,,,650322
Knife/Other Cutting Instrument,,,650382
Hands/Fists,,,650382
Hands/Fists,,,650382
Feet,,,650382
Hands/Fists,,,650382
Knife/Other Cutting Instrument,,,650386
Other (Specify),,GLASS BOTTLE OF WINE,650548
Hands/Fists,,,650548
Hands/Fists,,,650548
Hands/Fists,,,650548
Hands/Fists,,,650548
Other (Specify),,GLASS WINE BOTTLE,650627
Hands/Fists,,,650627
Hands/Fists,,,650627
Hands/Fists,,,650627
Hands/Fists,,,650627
"Mouth (Spit,Bite,Etc)",,,651850
Hands/Fists,,,651850
Other (Specify),,,651850
Feet,,,651850
Feet,,,651928
Hands/Fists,,,652008
Hands/Fists,,,652008
Hands/Fists,,,652008
Firearm - Semi-Automatic,,,652066
Firearm - Semi-Automatic,,,652086
Feet,,,652329
"Mouth (Spit,Bite,Etc)",,,652406
"Mouth (Spit,Bite,Etc)",,,652418
"Mouth (Spit,Bite,Etc)",,,652472
"Mouth (Spit,Bite,Etc)",,,652770
Hands/Fists,,,652770
Hands/Fists,,,652988
Hands/Fists,,,653070
"Mouth (Spit,Bite,Etc)",,,653329
"Mouth (Spit,Bite,Etc)",,,653361
Hands/Fists,,,653361
Hands/Fists,,,653361
Vehicle,,,653489
Feet,,,654349
Hands/Fists,,,654349
Firearm - Semi-Automatic,,,655139
Firearm - Semi-Automatic,,,655203
Feet,,,655317
Feet,,,655360
Feet,,,655367
Feet,,,655390
Hands/Fists,,,656217
Firearm - Semi-Automatic,,,656359
Hands/Fists,,,656361
Firearm - Semi-Automatic,,,657181
Hands/Fists,,,657181
Hands/Fists,,,657181
Other (Specify),,,657208
Other (Specify),,,657209
Hands/Fists,,,657244
Hands/Fists,,,658436
Hands/Fists,,,658501
Feet,,,658736
Hands/Fists,,,659591
Hands/Fists,,,659591
Firearm - Semi-Automatic,,,659671
"Mouth (Spit,Bite,Etc)",,,660365
Hands/Fists,,,660365
Hands/Fists,,,660389
"Mouth (Spit,Bite,Etc)",,,660389
Hands/Fists,,,660547
Firearm - Revolver,,,660615
Hands/Fists,,,660615
Hands/Fists,,,660615
Firearm - Revolver,,,660626
Hands/Fists,,,660626
Hands/Fists,,,660651
Hands/Fists,,,660651
"Mouth (Spit,Bite,Etc)",,,660657
"Mouth (Spit,Bite,Etc)",,,661020
"Mouth (Spit,Bite,Etc)",,,661084
Other (Specify),,,661084
"Mouth (Spit,Bite,Etc)",,,661093
Hands/Fists,,,661111
Other (Specify),,,661111
Hands/Fists,,,661500
Hands/Fists,,,661500
Hands/Fists,,,661500
Feet,,,661866
Hands/Fists,,,662110
Hands/Fists,,,662110
Other (Specify),,BRASS KNUCKLES,663011
Hands/Fists,,,663513
Hands/Fists,,,663513
Hands/Fists,,,664087
Feet,,,664087
Hands/Fists,,,664087
Hands/Fists,,,664087
Hands/Fists,,,664087
Hands/Fists,,,664511
Hands/Fists,,,664516
Hands/Fists,,,664516
Feet,,,664524
Feet,,,664530
Blunt Instrument,,,664545
Hands/Fists,,,664545
Hands/Fists,,,664545
Blunt Instrument,,,664606
Firearm - Semi-Automatic,,,664811
Hands/Fists,,,664841
Hands/Fists,,,664841
Hands/Fists,,,664860
Hands/Fists,,,664881
Hands/Fists,,,665901
Hands/Fists,,,665901
Hands/Fists,,,665901
Hands/Fists,,,665901
"Mouth (Spit,Bite,Etc)",,,666061
Feet,,,666705
Hands/Fists,,,666711
"Mouth (Spit,Bite,Etc)",,,667852
"Mouth (Spit,Bite,Etc)",,,667896
Hands/Fists,,,667978
Hands/Fists,,,667978
Hands/Fists,,,668021
Hands/Fists,,,668021
Hands/Fists,,,668021
"Mouth (Spit,Bite,Etc)",,,669096
"Mouth (Spit,Bite,Etc)",,,669150
Hands/Fists,,,669150
Feet,,,669150
"Mouth (Spit,Bite,Etc)",,,669159
"Mouth (Spit,Bite,Etc)",,,669162
Hands/Fists,,,669239
"Mouth (Spit,Bite,Etc)",,,669239
Hands/Fists,,,669239
Firearm - Semi-Automatic,,,670233
Feet,,,671205
Firearm - Semi-Automatic,,,671244
Firearm - Semi-Automatic,,,671246
Other (Specify),,FLAMMABLE LIGHTER FLUID,671261
Feet,,,671261
"Mouth (Spit,Bite,Etc)",,,671261
Hands/Fists,,,671261
Firearm - Semi-Automatic,,,671313
Hands/Fists,,,671318
Hands/Fists,,,671318
Firearm - Semi-Automatic,,,671401
Firearm - Semi-Automatic,,,671403
Knife/Other Cutting Instrument,,,671432
Knife/Other Cutting Instrument,,,671448
Knife/Other Cutting Instrument,,,671456
Other (Specify),,FULL MONSTER ENERGY CAN,672337
Hands/Fists,,,672610
Firearm - Semi-Automatic,,,672914
Other (Specify),,GLASS BOTTLE,673233
Other (Specify),,GLASS BOTTLE,673255
Hands/Fists,,,673366
Hands/Fists,,,673366
Firearm - Semi-Automatic,,,673402
Hands/Fists,,,673443
Hands/Fists,,,673443
Hands/Fists,,,673443
Hands/Fists,,,673838
Hands/Fists,,,673861
Hands/Fists,,,673861
Hands/Fists,,,673861
Hands/Fists,,,673861
"Mouth (Spit,Bite,Etc)",,,674000
Firearm - Semi-Automatic,,,675384
Firearm - Semi-Automatic,,,675396
Hands/Fists,,,675723
Hands/Fists,,,675723
"Mouth (Spit,Bite,Etc)",,,675723
"Mouth (Spit,Bite,Etc)",,,676066
Hands/Fists,,,676066
Feet,,,676066
Hands/Fists,,,676066
Feet,,,676131
Hands/Fists,,,676131
Hands/Fists,,,676131
Hands/Fists,,,676141
Hands/Fists,,,676141
Hands/Fists,,,676141
Hands/Fists,,,676230
Blunt Instrument,,,676728
Firearm - Semi-Automatic,,,676772
Firearm - Semi-Automatic,,,676852
Firearm - Semi-Automatic,,,676969
Hands/Fists,,,676969
Hands/Fists,,,676969
Firearm - Semi-Automatic,,,677122
Hands/Fists,,,677122
Hands/Fists,,,677122
Hands/Fists,,,677479
Other (Specify),,,677479
Hands/Fists,,,677552
Hands/Fists,,,677552
Feet,,,678157
Hands/Fists,,,678157
Feet,,,678160
Hands/Fists,,,678160
Firearm - Semi-Automatic,,,678164
Feet,,,678174
"Mouth (Spit,Bite,Etc)",,,678174
Hands/Fists,,,678174
Hands/Fists,,,678778
"Mouth (Spit,Bite,Etc)",,,678778
Hands/Fists,,,678778
Hands/Fists,,,678850
Feet,,,679281
Firearm - Semi-Automatic,,,679702
Feet,,,680499
Firearm - Semi-Automatic,,,682020
Hands/Fists,,,682397
Hands/Fists,,,682397
Other (Specify),,CELL PHONE,684212
Hands/Fists,,,684366
Feet,,,685556
"Mouth (Spit,Bite,Etc)",,,685625
Hands/Fists,,,685633
Hands/Fists,,,685633
Firearm - Semi-Automatic,,,685814
Hands/Fists,,,685881
Hands/Fists,,,685881
Knife/Other Cutting Instrument,,,685956
Knife/Other Cutting Instrument,,,685958
Firearm - Semi-Automatic,,,686336
Chemical Weapon,,,687082
Other (Specify),,SPRAY PAINT,687098
Hands/Fists,,,687101
"Mouth (Spit,Bite,Etc)",,,687108
Other (Specify),,SPRAY PAINT,687445
Other (Specify),,,687532
Hands/Fists,,,687543
Hands/Fists,,,687543
Hands/Fists,,,687543
Hands/Fists,,,687544
Hands/Fists,,,687544
Hands/Fists,,,687544
Hands/Fists,,,687575
Hands/Fists,,,687597
Hands/Fists,,,687597
Hands/Fists,,,687597
Hands/Fists,,,687597
Hands/Fists,,,687605
Hands/Fists,,,687605
Hands/Fists,,,687605
Hands/Fists,,,687605
Hands/Fists,,,687679
Feet,,,687679
Hands/Fists,,,687679
Hands/Fists,,,687679
Hands/Fists,,,687748
Feet,,,687748
Hands/Fists,,,687748
Feet,,,688695
Hands/Fists,,,689182
Hands/Fists,,,689182
Hands/Fists,,,689182
Hands/Fists,,,689196
Hands/Fists,,,689196
Hands/Fists,,,689196
Hands/Fists,,,689196
Firearm - Semi-Automatic,,,689245
Firearm - Semi-Automatic,,,690167
Firearm - Semi-Automatic,,,690231
Knife/Other Cutting Instrument,,,690625
Hands/Fists,,,691052
Hands/Fists,,,691052
Hands/Fists,,,691721
Hands/Fists,,,691721
Hands/Fists,,,691721
Hands/Fists,,,691721
"Mouth (Spit,Bite,Etc)",,,691756
Hands/Fists,,,691756
Feet,,,691756
Hands/Fists,,,691756
Hands/Fists,,,691757
Hands/Fists,,,691757
Hands/Fists,,,691757
Other (Specify),,,691764
Other (Specify),,HANDCUFFS IN HAND,692181
Hands/Fists,,,692181
Hands/Fists,,,692181
Hands/Fists,,,692181
Other (Specify),,HANDCUFF,692227
Other (Specify),,HANDCUFF,692274
Hands/Fists,,,692274
Hands/Fists,,,692274
Hands/Fists,,,692274
Other (Specify),,,692418
Hands/Fists,,,693197
Feet,,,693962
Hands/Fists,,,694265
Hands/Fists,,,694265
Hands/Fists,,,694266
Hands/Fists,,,694266
Hands/Fists,,,694314
Hands/Fists,,,694326
Hands/Fists,,,694438
Hands/Fists,,,694438
Hands/Fists,,,694448
Hands/Fists,,,694448
Hands/Fists,,,694448
"Mouth (Spit,Bite,Etc)",,,694513
Hands/Fists,,,695246
Hands/Fists,,,695246
Hands/Fists,,,695246
Hands/Fists,,,695691
Hands/Fists,,,695691
Hands/Fists,,,695705
Hands/Fists,,,695705
Hands/Fists,,,695705
Hands/Fists,,,698339
Firearm - Semi-Automatic,,,698366
Hands/Fists,,,698366
Hands/Fists,,,698822
Feet,,,699139
"Mouth (Spit,Bite,Etc)",,,699149
Hands/Fists,,,699150
Hands/Fists,,,699820
Hands/Fists,,,700629
Feet,,,700629
Firearm - Semi-Automatic,,,700751
Hands/Fists,,,701121
Hands/Fists,,,701193
Feet,,,701246
Hands/Fists,,,701294
Hands/Fists,,,701294
"Mouth (Spit,Bite,Etc)",,,702732
Firearm - Semi-Automatic,,,704373
Firearm - Semi-Automatic,,,704388
Feet,,,704674
Hands/Fists,,,704674
Firearm - Semi-Automatic,,,705554
Firearm - Semi-Automatic,,,705555
Hands/Fists,,,705555
Hands/Fists,,,705555
Firearm - Semi-Automatic,,,706383
Firearm - Semi-Automatic,,,706444
Feet,,,706521
Hands/Fists,,,706521
Hands/Fists,,,706539
Feet,,,706539
Hands/Fists,,,706539
Hands/Fists,,,706690
Hands/Fists,,,706690
Hands/Fists,,,706690
Hands/Fists,,,707327
Hands/Fists,,,707535
Firearm - Revolver,,,708096
Firearm - Revolver,,,708171
"Mouth (Spit,Bite,Etc)",,,708621
"Mouth (Spit,Bite,Etc)",,,710741
Feet,,,711142
Feet,,,711193
Hands/Fists,,,711220
Hands/Fists,,,711227
Hands/Fists,,,711279
Hands/Fists,,,711279
Hands/Fists,,,712028
Other (Specify),,,712028
Hands/Fists,,,712649
Hands/Fists,,,712733
Hands/Fists,,,713837
Feet,,,713974
Feet,,,713991
"Mouth (Spit,Bite,Etc)",,,714415
Other (Specify),,,714415
"Mouth (Spit,Bite,Etc)",,,714453
Other (Specify),,,714453
"Mouth (Spit,Bite,Etc)",,,714524
Feet,,,714539
"Mouth (Spit,Bite,Etc)",,,714634
Hands/Fists,,,716111
Hands/Fists,,,716111
Firearm - Semi-Automatic,,,716172
Firearm - Semi-Automatic,,,716173
Firearm - Semi-Automatic,,,716174
Firearm - Semi-Automatic,,,716182
Firearm - Semi-Automatic,,,716184
Firearm - Semi-Automatic,,,716191
Firearm - Semi-Automatic,,,716201
Firearm - Semi-Automatic,,,716202
